,Postcode,Population,Households
1653082,NR30 3DS,18.0,15.0
1653083,NR30 3DT,33.0,18.0
1653084,NR30 3DU,108.0,38.0
1653085,NR30 3DW,7.0,3.0
1653086,NR30 3DX,78.0,24.0
1653088,NR30 3DZ,17.0,8.0
1653089,NR30 3EA,33.0,10.0
1653090,NR30 3EB,165.0,48.0
1653091,NR30 3ED,36.0,10.0
1653092,NR30 3EE,123.0,47.0
1653093,NR30 3EF,112.0,38.0
1653094,NR30 3EG,205.0,57.0
1653096,NR30 3EJ,22.0,9.0
1653097,NR30 3EL,107.0,38.0
1653100,NR30 3EQ,105.0,46.0
1653106,NR30 3HA,33.0,19.0
1653107,NR30 3HB,11.0,4.0
1653108,NR30 3HE,29.0,7.0
1653109,NR30 3HF,13.0,3.0
1653110,NR30 3HG,33.0,12.0
1653111,NR30 3HH,9.0,5.0
1653112,NR30 3HJ,98.0,44.0
1653113,NR30 3HL,18.0,11.0
1653114,NR30 3HN,6.0,3.0
1653115,NR30 3HP,4.0,2.0
1653116,NR30 3HQ,23.0,10.0
1653117,NR30 3HR,75.0,34.0
1653118,NR30 3HS,45.0,17.0
1653119,NR30 3HT,29.0,12.0
1653120,NR30 3HU,19.0,10.0
1653121,NR30 3HW,10.0,2.0
1653122,NR30 3HX,14.0,7.0
1653124,NR30 3HZ,13.0,8.0
1653125,NR30 3JA,79.0,22.0
1653126,NR30 3JB,118.0,50.0
1653127,NR30 3JD,18.0,8.0
1653128,NR30 3JE,5.0,1.0
1653131,NR30 3JH,18.0,7.0
1653132,NR30 3JJ,3.0,1.0
1653133,NR30 3JL,143.0,69.0
1653134,NR30 3JN,46.0,19.0
1653135,NR30 3JP,9.0,4.0
1653136,NR30 3JQ,8.0,2.0
1653137,NR30 3JR,69.0,34.0
1653139,NR30 3JT,16.0,9.0
1653140,NR30 3JU,65.0,40.0
1653141,NR30 3JW,25.0,15.0
1653142,NR30 3JZ,2.0,1.0
1653145,NR30 3LD,6.0,5.0
1653148,NR30 3LG,4.0,1.0
1653150,NR30 3LJ,26.0,12.0
1653151,NR30 3LL,13.0,7.0
1653205,NR30 3QF,1.0,1.0
1653209,NR30 3QL,1.0,1.0
1653216,NR30 3RA,35.0,16.0
1653217,NR30 3RB,51.0,27.0
1653218,NR30 3RD,56.0,29.0
1653219,NR30 3RE,21.0,14.0
1653220,NR30 3RF,37.0,18.0
1653221,NR30 3RG,30.0,15.0
1653224,NR30 3RQ,103.0,54.0
1653235,NR30 4AA,11.0,6.0
1653236,NR30 4AB,15.0,8.0
1653237,NR30 4AD,11.0,9.0
1653238,NR30 4AE,33.0,17.0
1653239,NR30 4AF,45.0,20.0
1653240,NR30 4AG,28.0,11.0
1653241,NR30 4AH,49.0,18.0
1653242,NR30 4AJ,19.0,7.0
1653243,NR30 4AL,60.0,25.0
1653244,NR30 4AN,30.0,15.0
1653245,NR30 4AP,93.0,53.0
1653246,NR30 4AQ,24.0,10.0
1653247,NR30 4AR,47.0,28.0
1653248,NR30 4AS,46.0,26.0
1653249,NR30 4AT,45.0,25.0
1653250,NR30 4AU,5.0,2.0
1653251,NR30 4AW,27.0,10.0
1653252,NR30 4AX,44.0,15.0
1653253,NR30 4AY,77.0,51.0
1653254,NR30 4AZ,106.0,69.0
1653255,NR30 4BA,12.0,4.0
1653256,NR30 4BB,72.0,27.0
1653257,NR30 4BD,24.0,9.0
1653258,NR30 4BE,66.0,26.0
1653260,NR30 4BG,23.0,8.0
1653261,NR30 4BH,35.0,18.0
1653262,NR30 4BJ,50.0,23.0
1653263,NR30 4BL,59.0,52.0
1653264,NR30 4BN,47.0,37.0
1653265,NR30 4BP,68.0,25.0
1653266,NR30 4BQ,63.0,25.0
1653267,NR30 4BS,32.0,12.0
1653268,NR30 4BT,15.0,7.0
1653270,NR30 4BW,30.0,14.0
1653273,NR30 4BZ,49.0,23.0
1653274,NR30 4DA,42.0,20.0
1653275,NR30 4DB,22.0,7.0
1653277,NR30 4DE,20.0,7.0
1653279,NR30 4DG,29.0,24.0
1653280,NR30 4DH,17.0,8.0
1653281,NR30 4DJ,35.0,29.0
1653282,NR30 4DL,28.0,10.0
1653284,NR30 4DP,93.0,40.0
1653285,NR30 4DQ,32.0,30.0
1653286,NR30 4DR,31.0,10.0
1653287,NR30 4DS,32.0,13.0
1653288,NR30 4DT,27.0,13.0
1653289,NR30 4DU,69.0,24.0
1653291,NR30 4DX,23.0,10.0
1653292,NR30 4DY,46.0,18.0
1653293,NR30 4DZ,37.0,16.0
1653294,NR30 4EA,43.0,18.0
1653295,NR30 4EB,45.0,15.0
1653296,NR30 4ED,42.0,15.0
1653297,NR30 4EE,38.0,15.0
1653301,NR30 4EN,1.0,0.0
1653302,NR30 4EP,7.0,5.0
1653304,NR30 4ER,29.0,11.0
1653305,NR30 4ES,2.0,1.0
1653306,NR30 4ET,50.0,8.0
1653307,NR30 4EU,36.0,17.0
1653308,NR30 4EW,66.0,7.0
1653309,NR30 4EX,17.0,7.0
1653310,NR30 4EY,74.0,24.0
1653311,NR30 4EZ,115.0,36.0
1653312,NR30 4HA,112.0,36.0
1653313,NR30 4HB,85.0,30.0
1653314,NR30 4HD,162.0,58.0
1653315,NR30 4HE,67.0,30.0
1653318,NR30 4HH,60.0,20.0
1653319,NR30 4HJ,134.0,48.0
1653320,NR30 4HL,98.0,36.0
1653323,NR30 4HQ,47.0,25.0
1653324,NR30 4HR,11.0,5.0
1653325,NR30 4HS,3.0,2.0
1653326,NR30 4HT,8.0,4.0
1653327,NR30 4HU,88.0,36.0
1653328,NR30 4HX,97.0,35.0
1653329,NR30 4HY,1.0,1.0
1653330,NR30 4HZ,17.0,7.0
1653331,NR30 4JA,18.0,8.0
1653332,NR30 4JB,116.0,52.0
1653333,NR30 4JD,36.0,17.0
1653334,NR30 4JE,76.0,36.0
1653335,NR30 4JF,6.0,3.0
1653336,NR30 4JG,34.0,15.0
1653339,NR30 4JL,17.0,6.0
1653340,NR30 4JN,41.0,9.0
1653341,NR30 4JP,21.0,10.0
1653342,NR30 4JQ,1.0,1.0
1653343,NR30 4JR,23.0,10.0
1653344,NR30 4JS,117.0,48.0
1653345,NR30 4JT,92.0,33.0
1653346,NR30 4JU,116.0,44.0
1653347,NR30 4JW,19.0,8.0
1653348,NR30 4JX,125.0,49.0
1653349,NR30 4JY,132.0,51.0
1653350,NR30 4JZ,45.0,22.0
1653351,NR30 4LA,45.0,17.0
1653352,NR30 4LB,40.0,25.0
1653353,NR30 4LD,116.0,48.0
1653354,NR30 4LE,36.0,14.0
1653355,NR30 4LF,43.0,13.0
1653356,NR30 4LG,9.0,5.0
1653357,NR30 4LH,21.0,7.0
1653358,NR30 4LJ,10.0,8.0
1653360,NR30 4LN,37.0,13.0
1653363,NR30 4LR,129.0,47.0
1653364,NR30 4LS,23.0,7.0
1653365,NR30 4LT,141.0,54.0
1653366,NR30 4LU,93.0,37.0
1653367,NR30 4LW,161.0,52.0
1653368,NR30 4LX,20.0,10.0
1653369,NR30 4LY,60.0,17.0
1653370,NR30 4LZ,41.0,14.0
1653371,NR30 4NA,33.0,15.0
1653372,NR30 4NB,35.0,13.0
1653373,NR30 4ND,70.0,24.0
1653374,NR30 4NE,8.0,6.0
1653375,NR30 4NF,134.0,55.0
1653376,NR30 4NG,155.0,64.0
1653377,NR30 4NH,130.0,51.0
1653378,NR30 4NJ,2.0,1.0
1653381,NR30 4NP,110.0,62.0
1653382,NR30 4NQ,117.0,45.0
1653383,NR30 4NR,67.0,37.0
1653384,NR30 4NS,115.0,58.0
1653385,NR30 4NT,26.0,15.0
1653386,NR30 4NW,23.0,17.0
1653396,NR30 5AA,79.0,19.0
1653397,NR30 5AB,25.0,12.0
1653399,NR30 5AE,23.0,10.0
1653400,NR30 5AF,94.0,53.0
1653401,NR30 5AG,6.0,3.0
1653402,NR30 5AH,50.0,30.0
1653403,NR30 5AJ,78.0,44.0
1653404,NR30 5AL,34.0,17.0
1653405,NR30 5AN,51.0,13.0
1653406,NR30 5AP,84.0,39.0
1653407,NR30 5AQ,26.0,12.0
1653408,NR30 5AR,35.0,17.0
1653409,NR30 5AS,13.0,7.0
1653410,NR30 5AT,37.0,23.0
1653411,NR30 5AU,50.0,29.0
1653412,NR30 5AW,158.0,59.0
1653413,NR30 5AX,36.0,19.0
1653414,NR30 5AY,46.0,22.0
1653415,NR30 5AZ,15.0,8.0
1653416,NR30 5BA,95.0,42.0
1653417,NR30 5BB,81.0,38.0
1653418,NR30 5BD,30.0,15.0
1653419,NR30 5BE,7.0,4.0
1653420,NR30 5BF,66.0,22.0
1653421,NR30 5BG,64.0,25.0
1653424,NR30 5BL,14.0,4.0
1653428,NR30 5BS,6.0,5.0
1653429,NR30 5BT,81.0,34.0
1653430,NR30 5BU,72.0,25.0
1653432,NR30 5BX,59.0,28.0
1653433,NR30 5BY,68.0,35.0
1653434,NR30 5BZ,52.0,20.0
1653435,NR30 5DA,14.0,5.0
1653436,NR30 5DB,29.0,17.0
1653437,NR30 5DD,50.0,26.0
1653438,NR30 5DE,18.0,12.0
1653440,NR30 5DG,20.0,9.0
1653441,NR30 5DH,21.0,10.0
1653443,NR30 5DL,196.0,71.0
1653444,NR30 5DN,1.0,1.0
1653446,NR30 5DQ,2.0,1.0
1653447,NR30 5DR,30.0,13.0
1653448,NR30 5DS,24.0,11.0
1653449,NR30 5DT,19.0,10.0
1653450,NR30 5DU,10.0,4.0
1653451,NR30 5DW,87.0,38.0
1653452,NR30 5DX,8.0,3.0
1653453,NR30 5DY,28.0,9.0
1653454,NR30 5DZ,25.0,18.0
1653458,NR30 5EE,11.0,5.0
1653459,NR30 5EF,18.0,7.0
1653460,NR30 5EG,9.0,4.0
1653461,NR30 5EH,27.0,10.0
1653462,NR30 5EJ,36.0,15.0
1653463,NR30 5EL,34.0,15.0
1653464,NR30 5EN,26.0,10.0
1653465,NR30 5EP,28.0,14.0
1653466,NR30 5EQ,19.0,5.0
1653467,NR30 5ER,46.0,21.0
1653468,NR30 5ES,46.0,20.0
1653469,NR30 5ET,38.0,18.0
1653470,NR30 5EU,113.0,41.0
1653471,NR30 5EW,19.0,6.0
1653472,NR30 5EX,59.0,24.0
1653473,NR30 5EY,2.0,1.0
1653474,NR30 5EZ,6.0,4.0
1653476,NR30 5HA,79.0,40.0
1653477,NR30 5HB,71.0,33.0
1653478,NR30 5HD,108.0,52.0
1653479,NR30 5HE,25.0,13.0
1653480,NR30 5HF,18.0,8.0
1653481,NR30 5HG,55.0,25.0
1653484,NR30 5HL,44.0,24.0
1653485,NR30 5HN,14.0,9.0
1653486,NR30 5HP,14.0,9.0
1653488,NR30 5HR,7.0,4.0
1653489,NR30 5HS,49.0,26.0
1653490,NR30 5HT,17.0,9.0
1653491,NR30 5HU,24.0,16.0
1653492,NR30 5HW,12.0,7.0
1653493,NR30 5HX,83.0,45.0
1653494,NR30 5JA,27.0,10.0
1653495,NR30 5JL,1.0,1.0
1653496,NR30 5JN,10.0,6.0
1653497,NR30 5JP,28.0,15.0
1653498,NR30 5JR,1.0,1.0
1653499,NR30 5JS,8.0,4.0
1653500,NR30 5JT,11.0,4.0
1653501,NR30 5JU,27.0,13.0
1653502,NR30 5JW,22.0,10.0
1653503,NR30 5JX,83.0,44.0
1653504,NR30 5JY,10.0,5.0
1653505,NR30 5JZ,12.0,8.0
1653506,NR30 5LA,29.0,11.0
1653507,NR30 5LB,42.0,13.0
1653508,NR30 5LD,21.0,8.0
1653509,NR30 5LE,25.0,13.0
1653510,NR30 5LF,34.0,18.0
1653511,NR30 5LG,100.0,50.0
1653512,NR30 5LH,55.0,27.0
1653513,NR30 5LJ,26.0,13.0
1653514,NR30 5LL,83.0,40.0
1653515,NR30 5LN,31.0,12.0
1653516,NR30 5LP,90.0,37.0
1653517,NR30 5LQ,12.0,6.0
1653518,NR30 5LR,26.0,9.0
1653519,NR30 5LS,23.0,11.0
1653520,NR30 5LT,38.0,18.0
1653521,NR30 5LU,69.0,26.0
1653522,NR30 5LW,22.0,10.0
1653523,NR30 5LX,86.0,57.0
1653524,NR30 5LY,8.0,3.0
1653525,NR30 5NE,14.0,7.0
1653527,NR30 5NG,44.0,19.0
1653528,NR30 5NH,7.0,3.0
1653529,NR30 5NJ,14.0,5.0
1653530,NR30 5NL,34.0,17.0
1653531,NR30 5NN,84.0,38.0
1653532,NR30 5NP,16.0,9.0
1653533,NR30 5NQ,12.0,0.0
1653534,NR30 5NR,22.0,13.0
1653535,NR30 5NS,47.0,22.0
1653536,NR30 5NT,30.0,15.0
1653537,NR30 5NU,44.0,22.0
1653538,NR30 5NW,61.0,30.0
1653539,NR30 5NX,55.0,30.0
1653540,NR30 5NY,21.0,11.0
1653541,NR30 5NZ,34.0,17.0
1653542,NR30 5PA,27.0,13.0
1653543,NR30 5PB,85.0,44.0
1653544,NR30 5PD,12.0,6.0
1653545,NR30 5PE,54.0,23.0
1653546,NR30 5PF,28.0,10.0
1653547,NR30 5PG,1.0,1.0
1653548,NR30 5PH,18.0,8.0
1653549,NR30 5PJ,25.0,11.0
1653550,NR30 5PL,7.0,2.0
1653552,NR30 5PP,57.0,30.0
1653553,NR30 5PQ,28.0,16.0
1653558,NR30 5PZ,54.0,21.0
1653559,NR30 5QA,18.0,7.0
1653560,NR30 5QB,13.0,4.0
1653561,NR30 5QD,55.0,26.0
1653562,NR30 5QE,38.0,21.0
1653563,NR30 5QF,29.0,16.0
1653564,NR30 5QG,50.0,27.0
1653565,NR30 5QH,20.0,8.0
1653566,NR30 5QJ,48.0,19.0
1653568,NR30 5QN,33.0,20.0
1653569,NR30 5QP,33.0,13.0
1653570,NR30 5QQ,37.0,18.0
1653571,NR30 5QR,21.0,10.0
1653572,NR30 5QS,74.0,30.0
1653573,NR30 5QT,39.0,22.0
1653574,NR30 5QU,55.0,26.0
1653575,NR30 5QW,29.0,14.0
1653576,NR30 5QX,23.0,9.0
1653577,NR30 5QY,18.0,11.0
1653578,NR30 5QZ,28.0,15.0
1653579,NR30 5RA,35.0,13.0
1653580,NR30 5RB,31.0,18.0
1653581,NR30 5RD,56.0,26.0
1653582,NR30 5RE,19.0,11.0
1653583,NR30 5RF,41.0,18.0
1653584,NR30 5RG,24.0,12.0
1653585,NR30 5RH,18.0,9.0
1653586,NR30 5RJ,23.0,10.0
1653587,NR30 5RL,14.0,7.0
1653588,NR30 5RN,81.0,39.0
1653589,NR30 5RP,4.0,2.0
1653590,NR30 5RQ,9.0,6.0
1653591,NR30 5RR,15.0,9.0
1653592,NR30 5RS,13.0,7.0
1653593,NR30 5RT,76.0,36.0
1653594,NR30 5RU,55.0,37.0
1653595,NR30 5RW,39.0,18.0
1653599,NR30 5SA,33.0,13.0
1653600,NR30 5SB,162.0,73.0
1653601,NR30 5SD,60.0,22.0
1653602,NR30 5SE,27.0,9.0
1653603,NR30 5SF,37.0,13.0
1653604,NR30 5SG,23.0,10.0
1653605,NR30 5SH,15.0,8.0
1653606,NR30 5SJ,2.0,1.0
1653607,NR30 5SL,8.0,3.0
1653608,NR30 5SN,7.0,3.0
1653609,NR30 5SP,15.0,5.0
1653610,NR30 5SQ,21.0,10.0
1653611,NR30 5SR,6.0,3.0
1653612,NR30 5SS,11.0,5.0
1653613,NR30 5ST,21.0,8.0
1653614,NR30 5SU,11.0,4.0
1653615,NR30 5SW,18.0,6.0
1653616,NR30 5SX,11.0,5.0
1653617,NR30 5SY,26.0,13.0
1653618,NR30 5SZ,14.0,5.0
1653619,NR30 5TA,11.0,4.0
1653620,NR30 5TB,33.0,12.0
1653624,NR30 5TG,24.0,9.0
1653625,NR30 5TH,18.0,12.0
1653626,NR30 5TJ,2.0,1.0
1653627,NR30 5TL,38.0,20.0
1653629,NR30 5TP,112.0,41.0
1653630,NR30 5TQ,51.0,23.0
1653631,NR30 5TR,61.0,22.0
1653632,NR30 5TS,19.0,9.0
1653633,NR30 5TT,90.0,37.0
1653634,NR30 5TU,13.0,8.0
1653635,NR30 5TW,58.0,17.0
1653636,NR30 5TX,56.0,17.0
1653637,NR30 5TY,43.0,21.0
1653638,NR30 5TZ,25.0,11.0
1653639,NR30 5UA,80.0,30.0
1653640,NR30 5UB,66.0,30.0
1653641,NR30 5UD,50.0,30.0
1653642,NR30 5UE,28.0,14.0
1653643,NR30 5UF,46.0,17.0
1653644,NR30 5UG,45.0,16.0
1653645,NR30 5UH,71.0,40.0
1653646,NR30 5UJ,18.0,7.0
1653647,NR30 5UL,63.0,31.0
1653648,NR30 5UN,71.0,34.0
1653649,NR30 5UP,69.0,34.0
1653650,NR30 5UQ,58.0,26.0
1653655,NR30 5UW,32.0,22.0
1653659,NR30 5WA,48.0,16.0
1653660,NR30 5WB,20.0,9.0
1653661,NR30 5WD,68.0,23.0
1653662,NR30 5WE,40.0,13.0
1653663,NR30 5XA,133.0,64.0
1653664,NR30 5XB,28.0,9.0
1653665,NR30 5XD,39.0,16.0
1653666,NR30 5XE,15.0,6.0
1653667,NR30 5XF,40.0,17.0
1653668,NR30 5XG,29.0,12.0
1653669,NR30 5XH,25.0,14.0
1653670,NR30 5XQ,132.0,56.0
1653813,NR31 0AA,19.0,7.0
1653814,NR31 0AB,137.0,50.0
1653815,NR31 0AD,21.0,9.0
1653817,NR31 0AF,11.0,6.0
1653818,NR31 0AG,33.0,11.0
1653820,NR31 0AJ,26.0,13.0
1653821,NR31 0AL,46.0,17.0
1653823,NR31 0AP,33.0,17.0
1653824,NR31 0AQ,62.0,27.0
1653825,NR31 0AR,46.0,17.0
1653826,NR31 0AS,40.0,21.0
1653827,NR31 0AT,9.0,5.0
1653828,NR31 0AU,11.0,10.0
1653829,NR31 0AW,36.0,18.0
1653830,NR31 0AX,38.0,28.0
1653831,NR31 0AY,16.0,5.0
1653833,NR31 0BA,83.0,30.0
1653834,NR31 0BB,88.0,26.0
1653836,NR31 0BE,25.0,13.0
1653837,NR31 0BF,24.0,7.0
1653838,NR31 0BG,26.0,12.0
1653839,NR31 0BH,101.0,43.0
1653840,NR31 0BJ,11.0,7.0
1653841,NR31 0BL,173.0,62.0
1653842,NR31 0BN,125.0,47.0
1653843,NR31 0BP,44.0,17.0
1653844,NR31 0BQ,112.0,40.0
1653845,NR31 0BS,133.0,56.0
1653846,NR31 0BT,121.0,47.0
1653847,NR31 0BU,39.0,17.0
1653848,NR31 0BW,77.0,33.0
1653849,NR31 0BX,86.0,33.0
1653850,NR31 0BY,89.0,35.0
1653851,NR31 0BZ,51.0,23.0
1653852,NR31 0DA,70.0,30.0
1653853,NR31 0DB,69.0,30.0
1653854,NR31 0DD,36.0,17.0
1653856,NR31 0DF,61.0,26.0
1653857,NR31 0DG,16.0,7.0
1653859,NR31 0DJ,35.0,18.0
1653860,NR31 0DL,3.0,3.0
1653862,NR31 0DP,40.0,34.0
1653863,NR31 0DQ,36.0,18.0
1653864,NR31 0DR,38.0,14.0
1653865,NR31 0DS,23.0,12.0
1653866,NR31 0DT,62.0,26.0
1653869,NR31 0DX,53.0,18.0
1653870,NR31 0DY,37.0,10.0
1653871,NR31 0DZ,14.0,6.0
1653872,NR31 0EA,30.0,13.0
1653873,NR31 0EB,55.0,26.0
1653875,NR31 0EE,69.0,29.0
1653876,NR31 0EF,4.0,2.0
1653877,NR31 0EG,83.0,32.0
1653878,NR31 0EH,81.0,36.0
1653879,NR31 0EJ,146.0,61.0
1653880,NR31 0EL,112.0,43.0
1653881,NR31 0EN,65.0,22.0
1653882,NR31 0EP,19.0,7.0
1653883,NR31 0EQ,82.0,32.0
1653885,NR31 0ES,61.0,22.0
1653886,NR31 0ET,42.0,13.0
1653887,NR31 0EU,119.0,42.0
1653888,NR31 0EW,97.0,33.0
1653889,NR31 0EX,108.0,44.0
1653890,NR31 0EY,95.0,33.0
1653891,NR31 0EZ,71.0,23.0
1653895,NR31 0FE,24.0,6.0
1653901,NR31 0GU,11.0,7.0
1653903,NR31 0GX,127.0,51.0
1653906,NR31 0HA,62.0,23.0
1653907,NR31 0HB,40.0,18.0
1653908,NR31 0HD,89.0,39.0
1653909,NR31 0HE,29.0,11.0
1653910,NR31 0HF,9.0,6.0
1653912,NR31 0HH,68.0,32.0
1653913,NR31 0HJ,7.0,2.0
1653915,NR31 0HN,57.0,27.0
1653918,NR31 0HR,87.0,36.0
1653919,NR31 0HS,44.0,21.0
1653920,NR31 0HT,23.0,13.0
1653921,NR31 0HU,19.0,9.0
1653922,NR31 0HW,35.0,13.0
1653924,NR31 0HY,46.0,22.0
1653925,NR31 0HZ,19.0,6.0
1653927,NR31 0JB,34.0,16.0
1653933,NR31 0JJ,68.0,29.0
1653938,NR31 0JR,74.0,27.0
1653940,NR31 0JT,39.0,15.0
1653941,NR31 0JU,35.0,24.0
1653943,NR31 0JX,59.0,20.0
1653944,NR31 0JY,64.0,24.0
1653945,NR31 0JZ,28.0,8.0
1653946,NR31 0LA,80.0,29.0
1653947,NR31 0LB,72.0,30.0
1653948,NR31 0LD,16.0,11.0
1653949,NR31 0LE,60.0,18.0
1653950,NR31 0LF,46.0,24.0
1653956,NR31 0LP,3.0,1.0
1653957,NR31 0LQ,67.0,33.0
1653961,NR31 0LU,4.0,1.0
1653967,NR31 0NB,11.0,5.0
1653986,NR31 0PA,94.0,57.0
1653987,NR31 0PB,33.0,18.0
1653988,NR31 0PD,12.0,6.0
1653989,NR31 0PE,85.0,34.0
1653990,NR31 0PF,45.0,24.0
1653991,NR31 0PG,104.0,48.0
1653993,NR31 0PJ,49.0,23.0
1653996,NR31 0PP,70.0,29.0
1653997,NR31 0PQ,57.0,25.0
1653998,NR31 0PR,6.0,4.0
1653999,NR31 0PS,55.0,24.0
1654000,NR31 0PT,39.0,19.0
1654001,NR31 0PU,75.0,37.0
1654002,NR31 0PW,74.0,30.0
1654003,NR31 0PX,42.0,33.0
1654004,NR31 0PY,9.0,4.0
1654005,NR31 0PZ,142.0,62.0
1654006,NR31 0QA,68.0,24.0
1654007,NR31 0QB,108.0,37.0
1654008,NR31 0QD,35.0,18.0
1654009,NR31 0QE,79.0,23.0
1654010,NR31 0QF,59.0,24.0
1654011,NR31 0QG,44.0,17.0
1654012,NR31 0QH,42.0,21.0
1654013,NR31 0QJ,62.0,28.0
1654014,NR31 0QL,19.0,6.0
1654015,NR31 0QN,19.0,7.0
1654016,NR31 0QP,17.0,4.0
1654017,NR31 0QQ,18.0,9.0
1654018,NR31 0QR,50.0,15.0
1654019,NR31 0QS,143.0,42.0
1654021,NR31 0QU,9.0,6.0
1654037,NR31 6AB,82.0,48.0
1654038,NR31 6AD,159.0,64.0
1654039,NR31 6AE,123.0,49.0
1654040,NR31 6AF,46.0,20.0
1654041,NR31 6AG,22.0,13.0
1654042,NR31 6AH,88.0,37.0
1654043,NR31 6AJ,64.0,32.0
1654044,NR31 6AL,123.0,49.0
1654045,NR31 6AN,59.0,35.0
1654046,NR31 6AP,72.0,31.0
1654049,NR31 6AS,98.0,44.0
1654050,NR31 6AT,27.0,15.0
1654051,NR31 6AU,65.0,27.0
1654052,NR31 6AW,82.0,35.0
1654053,NR31 6AX,13.0,9.0
1654054,NR31 6AY,121.0,54.0
1654055,NR31 6AZ,78.0,36.0
1654056,NR31 6BA,58.0,27.0
1654057,NR31 6BB,59.0,27.0
1654058,NR31 6BD,32.0,18.0
1654059,NR31 6BE,71.0,32.0
1654060,NR31 6BF,12.0,5.0
1654061,NR31 6BG,48.0,20.0
1654062,NR31 6BH,23.0,11.0
1654063,NR31 6BJ,25.0,11.0
1654064,NR31 6BL,4.0,3.0
1654065,NR31 6BN,28.0,12.0
1654066,NR31 6BP,39.0,15.0
1654068,NR31 6BS,23.0,10.0
1654070,NR31 6BU,15.0,5.0
1654071,NR31 6BW,10.0,6.0
1654072,NR31 6BX,16.0,8.0
1654073,NR31 6BY,33.0,12.0
1654074,NR31 6BZ,22.0,13.0
1654075,NR31 6DA,44.0,22.0
1654076,NR31 6DB,78.0,27.0
1654077,NR31 6DD,50.0,20.0
1654078,NR31 6DE,86.0,38.0
1654079,NR31 6DF,50.0,36.0
1654080,NR31 6DG,68.0,33.0
1654081,NR31 6DH,53.0,31.0
1654082,NR31 6DJ,141.0,63.0
1654083,NR31 6DL,49.0,17.0
1654084,NR31 6DN,35.0,12.0
1654085,NR31 6DP,33.0,3.0
1654086,NR31 6DQ,75.0,39.0
1654087,NR31 6DR,97.0,41.0
1654088,NR31 6DS,64.0,24.0
1654089,NR31 6DT,69.0,23.0
1654090,NR31 6DU,46.0,6.0
1654091,NR31 6DW,69.0,28.0
1654092,NR31 6DX,49.0,31.0
1654093,NR31 6DY,34.0,18.0
1654094,NR31 6DZ,24.0,11.0
1654095,NR31 6EA,36.0,19.0
1654096,NR31 6EB,60.0,25.0
1654097,NR31 6ED,31.0,14.0
1654098,NR31 6EE,37.0,15.0
1654099,NR31 6EF,81.0,31.0
1654100,NR31 6EG,42.0,19.0
1654101,NR31 6EH,25.0,11.0
1654102,NR31 6EJ,50.0,17.0
1654103,NR31 6EL,12.0,5.0
1654105,NR31 6EP,2.0,1.0
1654106,NR31 6EQ,49.0,17.0
1654108,NR31 6ES,76.0,29.0
1654109,NR31 6ET,44.0,23.0
1654110,NR31 6EU,69.0,29.0
1654111,NR31 6EW,97.0,41.0
1654112,NR31 6EX,32.0,12.0
1654113,NR31 6EY,28.0,12.0
1654114,NR31 6EZ,28.0,17.0
1654115,NR31 6FA,16.0,5.0
1654116,NR31 6FB,9.0,3.0
1654121,NR31 6HA,38.0,15.0
1654122,NR31 6HB,44.0,20.0
1654123,NR31 6HD,48.0,22.0
1654124,NR31 6HE,16.0,7.0
1654125,NR31 6HF,57.0,29.0
1654126,NR31 6HG,66.0,23.0
1654127,NR31 6HH,4.0,2.0
1654128,NR31 6HJ,75.0,30.0
1654129,NR31 6HL,1.0,1.0
1654130,NR31 6HN,44.0,28.0
1654131,NR31 6HP,72.0,45.0
1654132,NR31 6HQ,14.0,6.0
1654133,NR31 6HR,48.0,25.0
1654134,NR31 6HS,17.0,9.0
1654135,NR31 6HT,75.0,41.0
1654136,NR31 6HU,29.0,22.0
1654137,NR31 6HW,22.0,11.0
1654140,NR31 6HZ,24.0,18.0
1654142,NR31 6JB,49.0,22.0
1654143,NR31 6JD,23.0,9.0
1654144,NR31 6JE,28.0,11.0
1654145,NR31 6JF,65.0,29.0
1654146,NR31 6JG,10.0,4.0
1654147,NR31 6JH,51.0,12.0
1654148,NR31 6JJ,36.0,13.0
1654149,NR31 6JL,7.0,3.0
1654150,NR31 6JN,4.0,1.0
1654151,NR31 6JP,44.0,20.0
1654152,NR31 6JQ,68.0,24.0
1654153,NR31 6JR,25.0,12.0
1654154,NR31 6JS,38.0,20.0
1654155,NR31 6JT,107.0,44.0
1654156,NR31 6JU,71.0,29.0
1654157,NR31 6JW,41.0,18.0
1654158,NR31 6JX,51.0,27.0
1654159,NR31 6JY,28.0,12.0
1654161,NR31 6LA,169.0,69.0
1654162,NR31 6LB,45.0,37.0
1654163,NR31 6LD,26.0,23.0
1654164,NR31 6LE,77.0,27.0
1654165,NR31 6LF,83.0,33.0
1654166,NR31 6LG,18.0,9.0
1654167,NR31 6LH,9.0,4.0
1654168,NR31 6LJ,24.0,3.0
1654169,NR31 6LL,46.0,19.0
1654170,NR31 6LN,32.0,17.0
1654171,NR31 6LP,23.0,13.0
1654172,NR31 6LQ,37.0,14.0
1654173,NR31 6LR,35.0,12.0
1654174,NR31 6LS,80.0,28.0
1654175,NR31 6LT,90.0,45.0
1654176,NR31 6LU,3.0,2.0
1654177,NR31 6LW,41.0,19.0
1654178,NR31 6LX,63.0,30.0
1654179,NR31 6LY,33.0,12.0
1654180,NR31 6LZ,43.0,15.0
1654181,NR31 6NA,15.0,5.0
1654182,NR31 6NB,49.0,17.0
1654183,NR31 6ND,30.0,17.0
